kata,primary_pos,all_pos
berdiploma,Verba,Verba
berdompet,Verba,Verba
dwiatom,Adjektiva,Adjektiva;Kimia
dwibasa,Adjektiva,Adjektiva;Kimia
sindaktil,Adjektiva,Adjektiva
bivoltin,Adjektiva,Adjektiva;Biologi
bioaktif,Adjektiva,Adjektiva
berelemen,Verba,Verba
berempulur,Verba,Verba
berfasilitas,Verba,Verba
berfitur,Verba,Verba
berformat,Verba,Verba
bergeladak,Verba,Verba
fisostomus,Adjektiva,Adjektiva
fisoklistus,Adjektiva,Adjektiva
bergiring-giring,Verba,Verba
bergenus,Verba,Verba
bergerbong,Verba,Verba
bergeronggang,Verba,Verba
berglasir,Verba,Verba
bergolongan,Verba,Verba
ombre,Adjektiva,Adjektiva
bergudang,Verba,Verba
berhadas,Verba,Verba
berhambatan,Verba,Verba
berharta,Verba,Verba
berhiasan,Verba,Verba
berhidangan,Verba,Verba
berhidrat,Verba,Verba
berfamili,Verba,Verba
berhierarki,Verba,Verba;Linguistik
berhutan,Verba,Verba
berintegritas,Verba,Verba
berintensitas,Verba,Verba
berintikan,Verba,Verba
berinti,Verba,Verba
berion,Verba,Verba
menggabus,Verba,Verba
berjahit,Verba,Verba
berjanggut,Verba,Verba;Biologi
berjangkau,Verba,Verba
berjari,Verba,Verba
berjaring,Verba,Verba
berjaring-jaring,Verba,Verba
berajut,Verba,Verba
berjengger,Verba,Verba
berjeruji,Verba,Verba
euploid,Adjektiva,Adjektiva;Biologi
berkabel,Verba,Verba
berkadar,Verba,Verba
berkail,Verba,Verba;Biologi
berkamera,Verba,Verba
berkancing,Verba,Verba
berkapasitas,Verba,Verba
berkarakter,Verba,Verba
diabolis,Adjektiva,Adjektiva
berkarisma,Verba,Verba
berkasta,Verba,Verba
berkasur,Verba,Verba
berkasus,Verba,Verba
berkatup,Verba,Verba
berkawah,Verba,Verba
berkeahlian,Verba,Verba
berkebangsaan,Verba,Verba
berkedaulatan,Verba,Verba
berkediaman,Verba,Verba
rindu,Adjektiva,Adjektiva
berkekang,Verba,Verba
berkekuatan,Verba,Verba
bersanksi,Verba,Verba
berkebolehan,Verba,Verba
berkemajuan,Verba,Verba
setanding,Adjektiva,Adjektiva
motil,Adjektiva,Adjektiva
amfiprotik,Nomina,Nomina;Kimia
berkemauan,Verba,Verba
berkendit,Verba,Verba
berkepadatan,Verba,Verba
berkepastian,Verba,Verba
berkepatutan,Verba,Verba
sepenting,Adjektiva,Adjektiva
berkeping,Verba,Verba
berkepribadian,Verba,Verba
berkerangka,Verba,Verba
berkerugian,Verba,Verba
berkesanggupan,Verba,Verba
berpresisi,Verba,Verba
berketurunan,Verba,Verba
voltin,Adjektiva,Adjektiva;Biologi
berkewarganegaraan,Verba,Verba
regulatori,Adjektiva,Adjektiva
berkombinasi,Verba,Verba
berkomitmen,Verba,Verba
berkonsep,Verba,Verba
berkonteks,Verba,Verba
berkoridor,Verba,Verba
berkucir,Verba,Verba
berlaci,Verba,Verba
berlafaz,Verba,Verba
berlekuk-lekuk,Verba,Verba
berlempeng,Verba,Verba
berobjektif,Verba,Verba
berloreng,Verba,Verba
berantonim,Verba,Verba
bersinonim,Verba,Verba
bermarga,Verba,Verba
bermarkah,Verba,Verba
bermassa,Verba,Verba
bermemori,Verba,Verba
bermisi,Verba,Verba
bermodel,Verba,Verba
bermodulus,Verba,Verba
bermusim,Verba,Verba
bernuansa,Verba,Verba
bernutrisi,Verba,Verba
berokupansi,Verba,Verba
biparental,Adjektiva,Adjektiva
berotot,Verba,Verba
berpamrih,Verba,Verba
berpandangan,Verba,Verba
berpantaikan,Verba,Verba
berpapan,Verba,Verba
berpasangan,Verba,Verba
berpatokan,Verba,Verba
berpela,Verba,Verba
berpelocok,Verba,Verba
berpemerintahan,Verba,Verba
berpencapaian,Verba,Verba
berpencu,Verba,Verba;Musik
berpendapat,Verba,Verba
berpendingin,Verba,Verba
berpendopo,Verba,Verba
berpenduduk,Verba,Verba
berpengaduk,Verba,Verba
berpengait,Verba,Verba
berpenggal,Verba,Verba
berpenghasilan,Verba,Verba
berpentol,Verba,Verba
berpenumpang,Verba,Verba
berpenyakit,Verba,Verba
berperabot,Verba,Verba
berperanan,Verba,Verba
alogen,Nomina,Nomina;Biologi
berperekat,Verba,Verba
berpermukaan,Verba,Verba
berjendulan,Verba,Verba;Biologi
menyutra,Verba,Verba
menggimbal,Verba,Verba;Biologi
berkelenjar,Verba,Verba;Biologi
berabungan,Verba,Verba;Biologi
monogastrik,Adjektiva,Adjektiva;Biologi
melanoid,Adjektiva,Adjektiva
mengeriting,Verba,Verba
berliuk,Verba,Verba;Biologi
berpintu,Verba,Verba
berposisi,Verba,Verba
berprasangka,Verba,Verba
berpredikat,Verba,Verba
berproduktivitas,Verba,Verba
berprogram,Verba,Verba
berprospek,Verba,Verba
berakuk,Verba,Verba
berambut,Verba,Verba
berenjana,Verba,Verba
vanila,Adjektiva,Adjektiva
beresolusi,Verba,Verba
beroyalti,Verba,Verba
bersaham,Verba,Verba
bersandaran,Verba,Verba
bersandi,Verba,Verba
univoltin,Adjektiva,Adjektiva;Biologi
bersemburat,Verba,Verba
bersesal,Verba,Verba
bersetrum,Verba,Verba
penisilat,Adjektiva,Adjektiva;Biologi
virilis,Adjektiva,Adjektiva
vulkanis,Adjektiva,Adjektiva
njawani,Adjektiva,Adjektiva;Cakapan
bersihir,Verba,Verba
bersinyal,Verba,Verba
bersiswa,Verba,Verba
berskema,Verba,Verba
bersolidaritas,Verba,Verba
berspektrum,Verba,Verba
berspion,Verba,Verba
bersponsor,Verba,Verba
berstamina,Verba,Verba
siklopropenoid,Adjektiva,Adjektiva;Kimia
bersuporter,Verba,Verba
bersyahwat,Verba,Verba
bertakrif,Verba,Verba
bertampan,Verba,Verba
bertangki,Verba,Verba
bertarget,Verba,Verba
bertasydid,Verba,Verba
bertato,Verba,Verba
mengayu,Verba,Verba;Biologi
menjangat,Verba,Verba
berhabitat,Verba,Verba;Biologi
bertempo,Verba,Verba
bertenggat,Verba,Verba
bertensi,Verba,Verba
monoklinik,Nomina,Nomina
bertumit,Verba,Verba
bertungkai,Verba,Verba
bertungku,Verba,Verba
bertunjangan,Verba,Verba
bergubang,Verba,Verba;Biologi
bervisa,Verba,Verba
bervolume,Verba,Verba
fotogenik,Adjektiva,Adjektiva
berkotakan,Nomina,Nomina;Botani
idiokromatik,Adjektiva,Adjektiva
beruaman,Verba,Verba;Biologi
berzodiak,Verba,Verba
berzona,Verba,Verba;Biologi
mempunyai,Verba,Verba
menggintir,Verba,Verba
memiat,Verba,Verba
mengidas,Verba,Verba
menyering,Verba,Verba
memintal,Verba,Verba
menguntir,Verba,Verba
merasiankan,Verba,Verba
pimpin,Verba,Verba
mengomandani,Verba,Verba
memoderatori,Verba,Verba
menatih,Verba,Verba
memandukan,Verba,Verba
menyutradarai,Nomina,Nomina
memegang kemudi,kiasan,kiasan
memegang cempurit,kiasan,kiasan
mengepalai,Verba,Verba
menunangi,Verba,Verba
mengkhitbah,Verba,Verba
melamarkan,Verba,Verba
mengalihkan,Verba,Verba
memindah,Verba,Verba;Cakapan
mentransfer,Verba,Verba
memindahtugaskan,Verba,Verba
menganjak,Nomina,Nomina;Minangkabau
menghijrahkan,Verba,Verba
mendederkan,Verba,Verba
memindah-mindahkan,Verba,Verba
mengalihfungsikan,Verba,Verba
memindahtangankan,Verba,Verba
limbato,Verba,Verba;Gorontalo
mentransplantasikan,Verba,Verba
mengalihtugaskan,Verba,Verba
mendaerahkan,Verba,Verba;kiasan
mentransmigrasikan,Verba,Verba
mentransmigrasilokalkan,Verba,Verba
merelokasi,Verba,Verba
hiw?lah,Ungkapan,Ungkapan;Arab
membelokkan,Verba,Verba
mengasak,Verba,Verba
memutasikan,Verba,Verba
mengoper,Verba,Verba;Cakapan
pindai,Verba,Verba;Minangkabau
minggir,Verba,Verba;Cakapan
memarginalkan,Verba,Verba
meminimalisasi,Verba,Verba
pinjam,Verba,Verba
menyelang,Verba,Verba
sulih mata,Melayu Riau,Melayu Riau
menyanggam,Verba,Verba
bergadai,Verba,Verba
mengkredit,Verba,Verba
menyelangi,Verba,Verba
menyelangkan,Verba,Verba
mengutangkan,Verba,Verba
membungakan,Verba,Verba
mengkreditkan,Verba,Verba
menagih,Verba,Verba;Hukum
animin,Verba,Verba;Boing
mengampun,Verba,Verba
menempil,Verba,Verba;Jawa
berobat,Verba,Verba
mengeklaim,Verba,Verba
memohon,Verba,Verba
mengemis,Verba,Verba
tubo,Verba,Verba;Gorontalo
izin,Nomina,Nomina
mengulur lidah,kiasan,kiasan
memintai,Verba,Verba
bertanya,Verba,Verba
menegas,Verba,Verba
mewawancarai,Verba,Verba
melamar,Verba,Verba
menawar,Verba,Verba
berbidan,Verba,Verba
menyeraya,Verba,Verba
memalak,Verba,Verba
meradai,Verba,Verba;Minangkabau
menghentikan,Verba,Verba
memungli,Verba,Verba
merengek,Verba,Verba
meringik,Verba,Verba
merenyeh,Verba,Verba
memintakan,Verba,Verba
mengencreng,Verba,Verba;kiasan
berhakim,Verba,Verba
mengompas,Verba,Verba;Cakapan
menyawer,Verba,Verba;Sunda
berpinta,Verba,Verba
memohonkan,Verba,Verba
memermisikan,Verba,Verba
memokrolkan,Verba,Verba
melembarkan,Verba,Verba
melanang,Verba,Verba
mengantih,Verba,Verba
menggantih,Verba,Verba
pintas,Verba,Verba
menerobos,Verba,Verba
tenggal,Verba,Verba;Melayu Jakarta
potong kompas,Cakapan,Cakapan
merintas,Verba,Verba
menghirup,Verba,Verba
meneguk,Verba,Verba
mencekokkan,Verba,Verba;kiasan
melicinkan,Verba,Verba;kiasan
pipil,Verba,Verba
memipiskan,Verba,Verba
memirik,Verba,Verba
menelengkan,Verba,Verba
menjenengkan,Verba,Verba
peleh,Verba,Verba
memilah,Verba,Verba
menyisihkan,Verba,Verba
membilah-bilah,Verba,Verba
melerai,Verba,Verba
nutu,Verba,Verba;Alas
menyendirikan,Verba,Verba
resem,Verba,Verba;Madura
ngerik,Verba,Verba;Batak
menyibak,Verba,Verba
melarai,Verba,Verba
piuh,Verba,Verba
memobilisasikan,Verba,Verba
pocok,Verba,Verba
tawasul,Nomina,Nomina
memelas,Adjektiva,Adjektiva;Jawa
mendoakan,Verba,Verba
alepa,Verba,Verba;Bugis
memperpolitikkan,Verba,Verba
berpolok-polok,Verba,Verba
memondongi,Verba,Verba
memonitori,Verba,Verba
memorak-perandakan,Verba,Verba
memo,Nomina,Nomina;kependekan
memori kilat,Komputer,Komputer
memori virtual,Komputer,Komputer
memori jangka panjang,Olahraga,Olahraga
memori afektif,Kesenian,Kesenian
memori tembok,Komputer,Komputer
memori utama,Komputer,Komputer
porot,Verba,Verba;Melayu Jakarta
memoroti,Verba,Verba
poser,Verba,Verba
mengepras,Verba,Verba
menual,Verba,Verba
menggunting,Verba,Verba;Cakapan
memaras,Verba,Verba
bercukur,Verba,Verba
mencukur,Verba,Verba;kiasan
membedah,Verba,Verba
mengetil,Verba,Verba
menjampuk,Verba,Verba
menebang,Verba,Verba
melatas,Verba,Verba;Minangkabau
menyabit,Verba,Verba
memunggal,Verba,Verba
menengahi,Verba,Verba
pintas jantung,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
menelut,Verba,Verba
menetak,Verba,Verba
gerpung,Verba,Verba;Gayo
memakuk,Verba,Verba;Minangkabau
tongkor,Verba,Verba
menogelkan,Verba,Verba
merabat,Verba,Verba
mendiskon,Verba,Verba
mengorting,Verba,Verba
memuntungkan,Verba,Verba
memenggal-menggal,Verba,Verba
mencercah,Verba,Verba
mengkhitankan,Verba,Verba
menyunat,Verba,Verba;kiasan
mengkhitan,Verba,Verba
melelas,Verba,Verba
mengguntung,Verba,Verba
merompongkan,Verba,Verba
menuai,Verba,Verba
mabuh,Verba,Verba;Madura
menokong,Verba,Verba
meragas,Verba,Verba
menyubang,Verba,Verba
mendiskonto,Verba,Verba
memangkas,Verba,Verba
potong paruh,Peternakan,Peternakan
mengudung,Verba,Verba
memotongkan,Verba,Verba
mengeting,Verba,Verba;kiasan
meregas,Verba,Verba
jazam,Nomina,Nomina;Arab
potong-memotong,Verba,Verba
menebasi,Verba,Verba
menebangi,Verba,Verba
memotongi,Verba,Verba
memutilasi,Verba,Verba
melapah,Verba,Verba
menyendi-nyendi,Verba,Verba
memfoto,Verba,Verba
merontgen,Verba,Verba
memfotokan,Verba,Verba
terlut,Adjektiva,Adjektiva
memanjingkan,Verba,Verba
mengaryakan,Verba,Verba
melemburkan,Verba,Verba
marapulai,Nomina,Nomina;Minangkabau
ratu sehari,kiasan,kiasan
memahamkan,Verba,Verba
mengahlikan,Verba,Verba
menelaah,Verba,Verba
amra,Nomina,Nomina
mempelas hari,Nomina,Nomina
memamerkan,Verba,Verba
menampang,Verba,Verba
meledang,Verba,Verba
dikromatik,Adjektiva,Adjektiva;Kimia
menggelar,Verba,Verba
mengalati,Verba,Verba
memperamatkan,Verba,Verba
memperamat-amatkan,Verba,Verba
memperamat-amat,Verba,Verba
memutrakan,Verba,Verba
mereparasi,Verba,Verba
mengentaskan,Verba,Verba
ajuman,Verba,Verba;Madura
repormir,Verba,Verba
memugari,Verba,Verba
menusir,Verba,Verba
memperkaya,Verba,Verba
membarui,Verba,Verba
memenda,Verba,Verba;Klasik
meminda,Verba,Verba
merevisi,Verba,Verba
mempergandingkan,Verba,Verba
memukabalahkan,Verba,Verba
menengkarkan,Verba,Verba
mempercekikkan,Verba,Verba
mempersengketakan,Verba,Verba
memperbanyakkan,Verba,Verba
memasifkan,Verba,Verba
memperganda-gandakan,Verba,Verba
meroneo,Verba,Verba
merambakkan uang,kiasan,kiasan
mengalikan,Verba,Verba
memukulkan,Verba,Verba
mempertikaikan,Verba,Verba
zum,Verba,Verba
memperembukkan,Verba,Verba
merembukkan,Verba,Verba
memongahi,Verba,Verba
membolehkan,Verba,Verba
mencairkan,Verba,Verba;kiasan
memperbonekakan,Verba,Verba
mengatai,Verba,Verba
mengobrolkan,Verba,Verba
mematutkan,Verba,Verba
memaes,Verba,Verba
mengatalis,Verba,Verba
mengakselerasi,Verba,Verba
takjil,Nomina,Nomina
tancap gas,Cakapan,Cakapan
mengatalisasi,Verba,Verba
melekaskan,Verba,Verba
mempergegas,Verba,Verba
membangatkan,Verba,Verba
mencatut,Verba,Verba;kiasan
memperniagakan,Verba,Verba
menggumuli,Verba,Verba;kiasan
mengakurkan,Verba,Verba
memperdayakan,Verba,Verba
memperolahkan,Verba,Verba
memperbudikan,Verba,Verba
mengakali,Verba,Verba
menyemukan,Verba,Verba
memperdekatkan,Verba,Verba
memperdekap,Verba,Verba
mendengungkan,Verba,Verba
memuja-muja,Verba,Verba
menyedua,Verba,Verba
memperduai,Verba,Verba
memperkelahikan,Nomina,Nomina
mempercekakkan,Verba,Verba
menghias,Verba,Verba
mengadunkan,Verba,Verba
memantas-mantas,Verba,Verba
berhias,Verba,Verba
bercantik-cantik,Verba,Verba
mengakrabkan,Verba,Verba
awota,Verba,Verba;Gorontalo
memperganduh-ganduhkan,Verba,Verba
menggaul,Verba,Verba
mempergiatkan,Verba,Verba
mengintroduksi,Verba,Verba
bertahkim,Verba,Verba
berlidah,Verba,Verba
menggasab,Verba,Verba
mengecekkan,Verba,Verba
bakti,Nomina,Nomina
memetia,Verba,Verba;Arkais
mengikuti,Verba,Verba
mengecamkan,Verba,Verba
mengawaskan,Verba,Verba
mencermati,Verba,Verba
cam,Verba,Verba
mencerap,Verba,Verba
melihati,Verba,Verba
mendengarkan,Verba,Verba
mempertubi-tubi,Verba,Verba
memensiun,Verba,Verba
menganggar,Adverbia,Adverbia
menganggarkan,Verba,Verba
memperpotongkan,Verba,Verba
mengiringkan,Verba,Verba
memperimpit-impitkan,Verba,Verba
bermaulid rasul,Verba,Verba
selapanan,Verba,Verba;Jawa
memendaki,Verba,Verba
menyinyalir,Verba,Verba
menegur,Verba,Verba
memulangi,Verba,Verba
menjualbelikan,Verba,Verba
mempertempurkan,Verba,Verba
mempergandakan,Verba,Verba
memperpukulkan,Verba,Verba
menggunjingkan,Verba,Verba
mengomongkan,Verba,Verba
mengenalkan,Verba,Verba
meridai,Verba,Verba
mengestimasikan,Verba,Verba
mengancar-ancar,Verba,Verba
menginterpolasi,Verba,Verba;Komputer
berspekulasi,Verba,Verba
mengotakan,Verba,Verba;Klasik
berteguh,Verba,Verba
mengecas,Verba,Verba
memperkuda-kudakan,Verba,Verba
melabu,Verba,Verba
memperladangkan,Verba,Verba
memperladangi,Verba,Verba
menerkupkan,Verba,Verba
mempertarungkan,Verba,Verba
menarungkan,Verba,Verba
menyabungkan,Verba,Verba
memperubahkan,Verba,Verba
mengecualikan,Verba,Verba
menyamaratakan,Verba,Verba
memperbabu,Verba,Verba
membonekakan,Verba,Verba
menyanak,Verba,Verba
membedakan,Verba,Verba
menghalusi,Verba,Verba
mengelus,Verba,Verba
mengasari,Verba,Verba
mengejami,Verba,Verba
membujuki,Verba,Verba
melunaki,Verba,Verba
meramahi,Verba,Verba
menyembronokan,Verba,Verba
menyembarangi,Verba,Verba
menganiaya,Verba,Verba
menyopani,Verba,Verba
mengadabi,Verba,Verba
menyama-nyama,Verba,Verba
menganaktirikan,Verba,Verba;kiasan
memperhamba,Verba,Verba
menjerambah,Verba,Verba
mempersampahkan,Verba,Verba;kiasan
menganakemaskan,Verba,Verba
mencambuk,Verba,Verba
mempergontai,Verba,Verba
memelankan,Verba,Verba
memerlahan,Verba,Verba
memperlagakan,Verba,Verba
memperlapangkan,Verba,Verba
melawankan,Verba,Verba
memburu-buru,Verba,Verba
memperlelarkan,Verba,Verba
mengiming-iming,Verba,Verba
meragakan,Verba,Verba
mengajakkan,Verba,Verba
mengogokkan,Verba,Verba
membuktikan,Verba,Verba
menyengihkan,Verba,Verba
mengernying,Verba,Verba
menunjukkan bulu,kiasan,kiasan
kontras,Adjektiva,Adjektiva
memunggung,Verba,Verba;kiasan
menunjukkan belangnya,kiasan,kiasan
berkial,Verba,Verba
bengka,Verba,Verba;Aceh
bebrek,Verba,Verba
mengepakkan sayap,kiasan,kiasan
mengomidikan,Verba,Verba
mempersendakan,Verba,Verba
melelakan,Verba,Verba
mengguraukan,Verba,Verba
mengolok-olok,Verba,Verba
memperlabu,Verba,Verba
menggonjakkan,Verba,Verba
mempergarahkan,Verba,Verba
memendar-mendarkan,Verba,Verba
memperolok-olokkan,Verba,Verba
memproklamasikan,Verba,Verba
mengaibkan,Verba,Verba
membaptis,Verba,Verba
menyeranikan,Verba,Verba
mengganggu gugat,Verba,Verba
meraup,Verba,Verba
bina mandiri,Ekonomi dan Keuangan,Ekonomi dan Keuangan
terkesan,Verba,Verba
membeli,Verba,Verba
merebut,Verba,Verba
mewarisi,Verba,Verba
membukukan,Verba,Verba
menorehkan,Verba,Verba
mengekstrak,Verba,Verba
menggonjokkan,Verba,Verba
menokoh,Verba,Verba
membagaikan,Verba,Verba;Minangkabau
memperlarat,Verba,Verba
menyambung,Verba,Verba
menyesali,Verba,Verba
menempuhkan,Verba,Verba
mempersangatkan,Verba,Verba
mempertajam sanding,kiasan,kiasan
menjadi-jadikan,Verba,Verba
mempersuatukan,Verba,Verba;Arkais
menggulut,Verba,Verba
memperselendangkan,Verba,Verba
berkurban,Verba,Verba
bersaji,Verba,Verba
mempersenangkan,Verba,Verba
menyejukkan,Verba,Verba
empenak,Verba,Verba
mengambil hati,kiasan,kiasan
melengah,Adjektiva,Adjektiva
mempersetankan,Verba,Verba
bersedia-sedia,Verba,Verba
mengedit,Verba,Verba
mencadangkan,Verba,Verba
mengacarakan,Verba,Verba
mempersinggah,Verba,Verba;Minangkabau
menyengkelangkan,Verba,Verba
memendekkan,Verba,Verba
meributkan,Verba,Verba
memerkarakan,Verba,Verba
mengutik-utik,Verba,Verba
menyandingi,Verba,Verba
membela diri,Verba,Verba
tahan harga,kiasan,kiasan
naban,Verba,Verba;Alas
mengasah,Verba,Verba
asah terampil,kiasan,kiasan
mengasah pikiran,kiasan,kiasan
memacani,Verba,Verba
menali,Verba,Verba
menghubungkan,Verba,Verba
menanggungjawabi,Verba,Verba
mengasuransikan,Verba,Verba
menyabung,Verba,Verba
membahayakan,Verba,Verba
mengonsolidasikan,Verba,Verba
memperhadapkan,Verba,Verba
mengonfrontasikan,Verba,Verba
menyemukakan,Verba,Verba
mempersuakan,Verba,Verba
menyandingkan,Verba,Verba
mempertetapkan,Verba,Verba
menimangkan,Verba,Verba
melenggong,Verba,Verba;Arkais
memperhitungkan,Verba,Verba
melanjutkan,Verba,Verba
menghidangkan,Verba,Verba
mempertuankan,Verba,Verba
mempertubi-tubikan,Verba,Verba
mempertubikan,Verba,Verba
memperturut-turutkan,Verba,Verba
mempertuhankan,Verba,Verba
memperganduhkan,Verba,Verba
menanam,Verba,Verba
menggelarkan,Verba,Verba
mempergelarkan,Verba,Verba
mempersaksikan,Verba,Verba
mempertontonkan,Verba,Verba
basijontiak,Nomina,Nomina;Minangkabau
mendemonstrasikan,Verba,Verba
mewakafkan,Verba,Verba
melepa,Verba,Verba
memprediksikan,Verba,Verba
memabrikkan,Verba,Verba
memprognosiskan,Verba,Verba
mentrompetkan,Verba,Verba;kiasan
mempromosikan,Verba,Verba
mencanangkan,Verba,Verba
mengepos,Verba,Verba
mempunyakan,Verba,Verba;Arkais
memiliki,Verba,Verba
berbiras,Verba,Verba
berbiku-biku,Verba,Verba
bervideo,Verba,Verba
beratap,Verba,Verba
berkapak,Verba,Verba
berbenteng,Verba,Verba
berminat,Verba,Verba
berwenang,Verba,Verba
berijazah,Verba,Verba
bergejala,Verba,Verba
berkesimpulan,Verba,Verba
berideologi,Verba,Verba
berprinsip,Verba,Verba
beranggotakan,Verba,Verba
berbekalkan,Verba,Verba
berabang,Verba,Verba
berabjad,Verba,Verba
beradab,Verba,Verba
beradat,Verba,Verba
beradik,Verba,Verba
berakal,Verba,Verba
berakurasi,Verba,Verba
beralam,Verba,Verba
beralang,Verba,Verba
beranggaran,Verba,Verba
beranggota,Verba,Verba
berapresiasi,Verba,Verba
berartikulasi,Verba,Verba
kolateral,Adjektiva,Adjektiva
beraset,Verba,Verba
berasumsi,Verba,Verba
monoklinal,Adjektiva,Adjektiva;Geografi dan Geologi
berpola,Verba,Verba
berinstruksi,Verba,Verba
berbalut,Verba,Verba
imajinatif,Adjektiva,Adjektiva
berjenama,Verba,Verba;kiasan
bermerek,Verba,Verba;kiasan
inteligen,Adjektiva,Adjektiva
uniseluler,Adjektiva,Adjektiva
berawak,Verba,Verba
berayah,Verba,Verba
berbadan,Verba,Verba
berbagasi,Verba,Verba
berpelatuk,Verba,Verba
inkonsisten,Adjektiva,Adjektiva
berbahu,Verba,Verba
artistik,Adjektiva,Adjektiva
berbanderol,Verba,Verba
berbenang-benang,Verba,Verba
berbintil-bintil,Verba,Verba
berbukit-bukit,Verba,Verba
berbutir-butir,Verba,Verba
bergigi-gigi,Verba,Verba
bergunduk-gunduk,Verba,Verba
berlubang-lubang,Verba,Verba
berpori,Verba,Verba
berbilik-bilik,Verba,Verba
bersendi-sendi,Verba,Verba
kantong tebal,kiasan,kiasan
berwarna-warna,Verba,Verba
berbapak,Verba,Verba
berbasis,Verba,Verba
berbekal,Verba,Verba
berbelahan,Nomina,Nomina;Minangkabau
berbelalai,Verba,Verba
berbenih,Verba,Verba;Arkais
bohai,Adjektiva,Adjektiva;Cakapan
berbentuk,Verba,Verba
berberat,Verba,Verba
multidimensi,Adjektiva,Adjektiva
multifungsi,Adjektiva,Adjektiva
multitahap,Adjektiva,Adjektiva
bebercak,Verba,Verba
berwarna-warni,Verba,Verba
berbeting,Verba,Verba
berbibi,Verba,Verba
berbibir,Verba,Verba
berbini,Verba,Verba;Cakapan
berbudaya,Verba,Verba
berbukit,Verba,Verba
berbukti,Verba,Verba
berbulu,Verba,Verba
bercakrawala,Verba,Verba;kiasan
bercangap,Verba,Verba
bercap,Verba,Verba
bercelah,Verba,Verba
bercula,Verba,Verba
berdada ruah,Verba,Verba
berdada,Verba,Verba
berdahan,Verba,Verba
berdaun,Verba,Verba
berdawai,Verba,Verba
bertonase,Verba,Verba
atraktif,Adjektiva,Adjektiva
berabarkan,Verba,Verba
berdisiplin,Verba,Verba
